country_of_bean_origin,cocoa_percent,rating_category,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
Colombia,74.0,1,3.25,3,1,0,0,0,1,sandy,mild floral,mild nutty,no taste,3
Bolivia,76.0,0,2.75,3,1,0,0,0,1,sticky,pungent,off note,no taste,3
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,sticky,earthy,coffee,no taste,3
Venezuela,75.0,0,3.0,2,0,0,0,0,1,dry,sticky,nutty,earthy,4
Dominican republic,74.0,1,3.75,2,0,0,0,0,1,gritty,raspberry,sour,no taste,3
Blend,72.0,1,3.5,2,0,0,0,0,1,rich cocoa,coffee,roasty,no taste,3
Belize,70.0,1,3.5,2,0,0,0,0,1,gritty,tangy,cocoa,no taste,3
Dominican republic,73.0,1,3.25,2,0,0,0,0,1,dry,gritty,red berry,coffee,4
Venezuela,76.0,0,3.0,2,0,0,0,0,1,sandy,strawberry,sour,no taste,3
Venezuela,70.0,0,3.0,2,0,0,0,0,1,dry,sandy,intense,berry,4
Peru,75.0,0,3.0,2,0,0,0,0,1,orange,lemon,coffee ground,no taste,3
Papua new guinea,71.0,0,2.75,2,0,0,0,0,1,gritty,sticky,smoke,hammy,4
Blend,73.0,1,3.5,2,0,0,0,0,1,gritty,fruit,tart,rich,4
Venezuela,73.0,0,2.75,2,0,0,0,0,1,gritty,sour,sweet,no taste,3
Blend,72.0,0,2.5,2,0,0,0,0,1,gritty,overly tart,sour,no taste,3
Blend,75.0,1,3.75,2,0,0,0,0,1,tart,deep choco,no taste,no taste,2
Tanzania,74.0,1,3.25,2,0,0,0,0,1,green,vegetal,mild spice,no taste,3
Guatemala,76.0,0,3.0,2,0,0,0,0,1,mild bitter,citrus,intense,no taste,3
Madagascar,68.0,1,4.0,3,1,0,0,0,1,sticky,red fruit,no taste,no taste,2
Papua new guinea,74.0,1,4.0,3,1,0,0,0,1,creamy,grassy,smoke,nut,4
Blend,70.0,1,3.75,3,1,0,0,0,1,nutty,fruity,spicy,no taste,3
Vanuatu,72.0,1,3.5,3,1,0,0,0,1,sticky,butterscotch,nutty,no taste,3
Belize,70.0,1,3.25,2,0,0,0,0,1,heavy roast,smoke,no taste,no taste,2
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,roasty,coffee,no taste,no taste,2
Madagascar,65.0,1,3.25,3,1,0,0,0,1,sweet edge,sour fruit,no taste,no taste,2
U.s.a.,70.0,0,3.0,3,1,0,0,0,1,nutty,cheese,savory,no taste,3
Vietnam,75.0,0,3.0,3,1,0,0,0,1,roasty,hammy,dirty,no taste,3
Dominican republic,72.0,0,3.0,2,0,0,0,0,1,gritty,sweet,earthy,no taste,3
Belize,70.0,1,3.25,3,1,0,0,0,1,cocoa,strawberry,no taste,no taste,2
Guatemala,70.0,0,2.5,3,1,0,0,0,1,musty,woody,rubbery,roasty,4
Dominican republic,70.0,1,3.5,2,0,0,0,0,1,high roast,nutty,deep choco,no taste,3
Belize,70.0,0,3.0,2,0,0,0,0,1,spicy,metallic,molasses,no taste,3
Nicaragua,70.0,0,3.0,2,0,0,0,0,1,fatty,sligthly bland,earthy,no taste,3
Venezuela,70.0,0,2.75,2,0,0,0,0,1,molasses,sweet,choco,no taste,3
Bolivia,70.0,0,2.5,2,0,0,0,0,1,pungent,off,no taste,no taste,2
Philippines,70.0,1,3.25,2,0,0,0,0,0,smooth,coconut,cocoa,no taste,3
Tanzania,70.0,1,3.25,2,0,0,0,0,0,creamy,coconut,cocoa,no taste,3
Dominican republic,70.0,0,2.75,2,0,0,0,0,0,dry,floral,dirty,coconut,4
Madagascar,80.0,0,2.5,4,1,0,1,0,1,sticky,tart,slight burnt,no taste,3
Madagascar,72.0,0,2.5,4,1,0,1,0,1,uneven,smokey,hammy,no taste,3
Honduras,70.0,1,3.5,3,1,0,0,0,1,intense,grassy,spicy,rich,4
Nicaragua,80.0,1,3.5,3,1,0,0,0,1,dried fruit,rich cocoa,no taste,no taste,2
Honduras,80.0,1,3.25,3,1,0,0,0,1,intense,ham,butterscotch,no taste,3
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,acidic,pomegrant,brownie,no taste,3
El salvador,70.0,0,3.0,3,1,0,0,0,1,dairy,caramel,no taste,no taste,2
El salvador,80.0,0,2.75,3,1,0,0,0,1,fatty,bitter,woody,roasty,4
Brazil,75.0,0,2.5,3,1,0,0,0,1,earthy,floral,rubbery,no taste,3
Madagascar,72.0,1,3.5,3,1,0,0,0,1,creamy,fatty,mild cherry,no taste,3
Brazil,70.0,0,3.0,3,1,0,0,0,1,fatty,creamy,olive,no taste,3
Solomon islands,67.0,1,3.75,3,1,0,0,0,1,dried fruit,mild hammy,no taste,no taste,2
Solomon islands,72.0,1,3.25,3,1,0,0,0,1,roasty/smokey,high acidity,no taste,no taste,2
Blend,70.0,1,3.5,3,0,1,0,0,1,accesible,simple cocoa note,no taste,no taste,2
Peru,70.0,1,3.5,3,1,0,0,0,1,grape,mild smoke,sandy,no taste,3
Dominican republic,67.0,1,3.75,4,1,1,0,0,1,creamy,raisins,licorice,no taste,3
Madagascar,65.0,1,3.75,4,1,1,0,0,1,grapefruit,spices,no taste,no taste,2
Papua new guinea,64.0,1,3.75,4,1,1,0,0,1,tropical fruit and mild smoke,no taste,no taste,no taste,1
Sao tome,70.0,0,3.0,4,1,1,0,0,1,creamy,licorice,herbs,no taste,3
Venezuela,66.0,1,3.5,4,1,1,0,0,1,cocoa,orange,no taste,no taste,2
Sao tome,67.0,1,3.5,4,1,1,0,0,1,creamy,smoke,raspberry,no taste,3
Mexico,66.0,1,3.75,4,1,1,0,0,1,raisins,melon,no taste,no taste,2
Colombia,69.0,1,3.25,4,1,1,0,0,1,sandy,earthy,fatty,no taste,3
Guatemala,70.0,1,3.5,4,1,1,0,0,1,dairy,cocoa,fatty,apple,4
Brazil,70.0,0,3.0,4,1,1,0,0,1,sandy,grits,nutty,vanilla,4
Indonesia,70.0,0,2.5,4,1,0,0,1,0,leather,salt,no taste,no taste,2
Bolivia,75.0,0,2.0,4,1,0,0,1,0,sticky,cardboard,why bother,no taste,3
Blend,65.0,0,1.5,4,1,0,0,1,0,chemical,salt,wtf,no taste,3
Belize,80.0,1,3.25,4,1,0,0,1,1,strawberry,cream,spice,no taste,3
Dominican republic,75.0,0,2.5,3,0,0,0,1,0,molassses,palm,spicy,no taste,3
Dominican republic,75.0,1,3.75,3,1,0,0,0,1,spicy,rich,mint,no taste,3
Venezuela,75.0,1,3.75,3,1,0,0,0,1,nutty,grassy,woody,no taste,3
Belize,80.0,1,3.5,3,1,0,0,0,1,woody,lemon,mild bitter,no taste,3
Trinidad,70.0,1,3.5,3,1,0,0,0,1,black pepper,dairy,no taste,no taste,2
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,rum,herbal,rich,no taste,3
Tanzania,75.0,1,3.25,3,1,0,0,0,1,banana,melon,fatty,no taste,3
Belize,70.0,1,3.5,3,1,0,0,0,1,grape,cocoa,no taste,no taste,2
India,70.0,1,3.25,3,1,0,0,0,1,candy spices,sweet,no taste,no taste,2
Peru,70.0,1,3.25,3,1,0,0,0,1,complex,true to origin,no taste,no taste,2
Dominican republic,70.0,0,3.0,3,1,0,0,0,1,fatty,simple,no taste,no taste,2
Ecuador,70.0,1,3.5,4,1,1,0,0,1,wine,brownie batter,no taste,no taste,2
Ecuador,70.0,0,2.5,4,1,1,0,0,1,unrefined,burnt nuts,vanilla,no taste,3
Ecuador,70.0,0,3.0,3,1,0,0,0,1,sandy,nutmeg,astringent,no taste,3
India,74.0,0,3.0,3,1,0,0,0,1,dry,sandy,empty,sweet,4
Brazil,76.0,0,3.0,3,1,0,0,0,1,dry,sandy,dirt,empty,4
Peru,70.0,1,3.75,2,0,0,0,0,1,grape,thick,chewy,no taste,3
Madagascar,70.0,1,3.5,2,0,0,0,0,1,cocoa,mild pear,sticky,no taste,3
Vietnam,70.0,1,3.25,2,0,0,0,0,1,cocounut,late sour,no taste,no taste,2
Brazil,70.0,0,3.0,2,0,0,0,0,1,intense,sour,hammy,no taste,3
Ecuador,77.0,0,2.75,3,1,0,0,0,1,dry,coffee notes from roaster,no taste,no taste,2
Ecuador,67.0,0,2.75,3,1,0,0,0,1,sandy,harsh,floral,no taste,3
Haiti,70.0,1,3.5,2,0,0,0,0,1,gritty,sweet,earty,no taste,3
Vietnam,65.0,1,3.5,2,0,0,0,0,1,slight grainy,roasty,spicy,no taste,3
Madagascar,72.0,1,3.25,2,0,0,0,0,1,tangy,roasty,ham,no taste,3
Papua new guinea,72.0,0,3.0,2,0,0,0,0,1,few grits,intense smoke,no taste,no taste,2
Tanzania,72.0,1,3.75,3,1,0,0,0,1,complex,fruit,nut,rich,4
Vietnam,70.0,1,3.5,3,1,0,0,0,1,sour fig,cocoa,creamy,fatty,4
Brazil,70.0,1,3.5,2,0,0,0,0,1,coarse,smokey,citrus,no taste,3
Brazil,75.0,1,3.75,2,0,0,0,0,1,sticky,blackberry,acidic,no taste,3
Puerto rico,70.0,0,3.0,3,1,0,0,0,1,powdery,intense,floral,no taste,3
Belize,67.0,0,2.75,3,1,0,0,0,1,rough,sweet,dairy,vanilla,4
Belize,73.0,1,3.25,3,1,0,0,0,1,basic cocoa,no taste,no taste,no taste,1
Belize,72.0,0,3.0,3,1,0,0,0,1,strawberry,blueberry,no taste,no taste,2
Cameroon,68.0,0,3.0,2,0,0,0,0,1,earthy,no taste,no taste,no taste,1
Brazil,72.0,0,2.5,3,1,0,0,0,1,dirty,rubbery,spicy,no taste,3
Tanzania,72.0,1,3.75,2,0,0,0,0,1,cocoa,fig,classic,no taste,3
Dominican republic,70.0,1,3.5,2,0,0,0,0,1,dark berry,earthy,no taste,no taste,2
Sierra leone,72.0,0,3.0,3,1,0,0,0,1,roasty,honey,sweet,no taste,3
Peru,70.0,1,3.25,2,0,0,0,0,1,dry,nutty,fruity,no taste,3
Dominican republic,70.0,0,3.0,2,0,0,0,0,1,overly intense,tart,red fruit,no taste,3
Indonesia,70.0,0,2.75,2,0,0,0,0,1,intense,smokey,floral,no taste,3
Nicaragua,70.0,0,2.75,2,0,0,0,0,1,unrefined,hay,sweet,no taste,3
Nicaragua,70.0,0,2.75,2,0,0,0,0,1,unrefined,bright berry,sweet,no taste,3
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,fatty,floral,spicy,no taste,3
Dominican republic,72.0,1,3.5,2,0,0,0,0,1,earthy,spicy,cocoa,no taste,3
Mexico,70.0,1,3.25,3,1,0,0,0,1,chalky,powdery,molasses,no taste,3
Mexico,70.0,0,3.0,3,1,0,0,0,1,light color,spicy,sweet,sour,4
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,grassy,spicy,sweet,no taste,3
Nicaragua,80.0,1,3.5,3,1,0,0,0,1,sweet,rich,no taste,no taste,2
Venezuela,70.0,1,3.5,2,0,0,0,0,1,Fruity,Roasty,no taste,no taste,2
Vietnam,80.0,0,3.0,2,0,0,0,0,1,gritty,tart,molasses,no taste,3
Dominican republic,71.0,0,2.75,2,0,0,0,0,1,gritty,sweet,earthy,no taste,3
Tanzania,68.0,0,2.75,2,0,0,0,0,1,dry,earthy,atypical,no taste,3
Madagascar,68.0,0,2.75,2,0,0,0,0,1,sweet,molasses,gritty,no taste,3
Costa rica,70.0,0,3.0,3,1,0,0,0,1,earthy,spicy,cocoa,no taste,3
Grenada,71.0,0,2.5,4,1,1,0,0,1,sandy,oranges,no taste,no taste,2
Blend,70.0,1,3.75,4,1,0,1,0,1,sandy,floral,spice,roasty,4
Peru,78.0,1,3.75,4,1,0,1,0,1,orange,floral,caramel,no taste,3
Nicaragua,70.0,1,3.25,4,1,0,1,0,1,sandy,intense,tropical fruit,no taste,3
Venezuela,70.0,0,3.0,4,1,0,1,0,1,coarse,sweet,no taste,no taste,2
Venezuela,75.0,0,2.75,4,1,0,1,0,1,coarse,sweet,minty,no taste,3
El salvador,70.0,1,3.25,3,1,0,0,0,1,bold,savory,creamy,no taste,3
Nicaragua,67.0,0,2.75,3,1,0,0,0,1,strong,rubbery,woody,sweet,4
Ghana,70.0,1,3.5,3,1,0,0,0,1,brownie,toffee,no taste,no taste,2
Dominican republic,70.0,0,2.5,2,0,0,0,0,0,grassy,dirt,mild spice,no taste,3
Madagascar,73.5,0,2.5,2,0,0,0,0,1,intense,pungent,sour fruit,no taste,3
Peru,72.0,0,2.25,2,0,0,0,0,1,metallic,medicinal,pungent,no taste,3
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,dry,sandy,sweet,acidic,4
Venezuela,71.0,0,3.0,5,1,1,1,0,1,pastey,complex,coffee,vanilla,4
Sao tome,75.0,0,2.75,5,1,1,1,0,1,grassy,earthy,burnt,no taste,3
Blend,73.0,0,2.0,5,1,1,1,0,1,non descript,poor aftertaste,no taste,no taste,2
Blend,73.0,0,1.0,5,1,1,1,0,1,pastey,strong off flavor,no taste,no taste,2
Trinidad,67.0,1,3.75,5,1,1,1,0,1,complex,intense banana,no taste,no taste,2
Papua new guinea,70.0,0,2.5,5,1,1,1,0,1,gritty,vanilla,non-descript,no taste,3
Madagascar,72.0,0,3.0,2,0,0,0,0,1,molasses,bright fruit,no taste,no taste,2
Peru,72.0,0,3.0,2,0,0,0,0,1,molasses,malt,raisin,no taste,3
Dominican republic,72.0,0,2.75,2,0,0,0,0,1,molasses,rum,tea,no taste,3
Venezuela,72.0,0,2.25,2,0,0,0,0,1,molasses,nut,roasty,bitter,4
Brazil,72.0,0,3.0,2,0,0,0,0,1,notes from sugar,no taste,no taste,no taste,1
Ecuador,75.0,1,3.5,3,1,0,0,0,1,single note,spicy,no taste,no taste,2
Peru,75.0,0,2.75,3,1,0,0,0,1,spicy,red fruit,raisins,no taste,3
Ecuador,72.0,1,3.75,3,1,0,0,0,1,floral,cocoa,creamy,no taste,3
Peru,70.0,0,3.0,3,1,0,0,0,1,pungent,grape,sour,no taste,3
Tanzania,72.0,0,3.0,3,1,0,0,0,1,sweet,melon notes,no taste,no taste,2
Dominican republic,72.0,0,3.0,3,1,0,0,0,1,basic cocoa,sour ending,no taste,no taste,2
Vietnam,72.0,0,2.75,3,1,0,0,0,1,spicy,vanilla,sweet,no taste,3
Colombia,72.0,1,3.25,3,1,0,0,0,1,strong base cocoa,rubber,no taste,no taste,2
Fiji,74.0,0,2.75,3,1,0,0,0,1,sour,rubbery,off,no taste,3
Peru,75.0,1,3.25,4,0,1,1,0,0,roasty,mild orange,no taste,no taste,2
Ghana,75.0,0,3.0,4,0,1,1,0,0,nutty,high roast,spice,no taste,3
Belize,75.0,0,3.0,4,0,1,1,0,0,coconut,mild metallic,no taste,no taste,2
Ecuador,80.0,1,3.25,2,0,0,0,0,1,sandy,strawberries,no taste,no taste,2
Nicaragua,70.0,0,3.0,2,0,0,0,0,1,woody,coffee,roasted cherry,no taste,3
Nicaragua,75.0,0,2.75,2,0,0,0,0,1,fatty,honey,earthy,no taste,3
Ghana,70.0,1,3.75,2,0,0,0,0,1,rich,cherry,smoke,cocoa,4
Dominican republic,70.0,1,3.75,2,0,0,0,0,1,rich,mild smoke,red fruit,no taste,3
Madagascar,70.0,1,3.5,2,0,0,0,0,1,fruity,sour,high astringent,no taste,3
Venezuela,70.0,0,3.0,2,0,0,0,0,1,intense,slightly burnt,no taste,no taste,2
Ecuador,70.0,0,2.75,2,0,0,0,0,1,earthy,roasted nuts,no taste,no taste,2
Vietnam,70.0,1,3.25,3,1,0,0,0,1,spicy,cocoa,hammy,no taste,3
Nigeria,70.0,0,3.0,3,1,0,0,0,1,cocoa,nut,dried fruit,rubbery,4
Brazil,70.0,1,3.5,3,1,0,0,0,1,nutty,banana,cocoa,no taste,3
Jamaica,70.0,0,2.5,5,1,1,1,0,1,grassy,vanilla,burnt,no taste,3
Peru,70.0,1,3.75,2,0,0,0,0,1,creamy,roasty,mild grape,no taste,3
Peru,70.0,1,3.75,2,0,0,0,0,1,intense grapes,sweet cocoa,no taste,no taste,2
Peru,75.0,1,4.0,3,1,0,0,0,1,peanut butter,raspberry,no taste,no taste,2
Congo,70.0,1,3.75,3,1,0,0,0,1,melon,earthy,tobacco,no taste,3
Papua new guinea,74.0,1,3.5,2,0,0,0,0,1,smokey,intense,coffee,no taste,3
Papua new guinea,70.0,0,3.0,2,0,0,0,0,1,smoke,sour fruit,hammy,no taste,3
Papua new guinea,66.0,0,2.75,2,0,0,0,0,1,smoke,sour fruit,hammy,no taste,3
Samoa,70.0,1,3.5,2,0,0,0,0,1,cocoa,roasty,nutty,no taste,3
Tanzania,70.0,0,3.0,3,1,0,0,0,1,sweet,sandy,fruit,pungent,4
Trinidad,70.0,0,2.75,3,1,0,0,0,1,off notes,sour,roasty,no taste,3
Bolivia,70.0,1,3.5,2,0,0,0,0,1,rich cocoa,one dimensional,no taste,no taste,2
Brazil,78.0,1,3.75,3,1,0,0,0,1,creamy,cherry,acidic,no taste,3
Blend,75.0,0,3.0,3,1,0,0,0,1,fatty,cheese,musty,no taste,3
Blend,67.0,0,2.75,3,1,0,0,0,1,sandy,cheese,sour,no taste,3
Dominican republic,72.0,0,3.0,3,1,0,0,0,1,earthy,cheesy,no taste,no taste,2
Ghana,72.0,0,3.0,3,1,0,0,0,1,gritty,simple cocoa,burnt,no taste,3
Blend,76.0,0,2.75,5,1,1,1,0,1,rubber,cocoa,bitter,no taste,3
Blend,76.0,0,2.0,5,1,1,1,0,1,intense,medicinal,leathery,no taste,3
Ghana,80.0,0,2.75,4,1,0,1,0,1,grits,strong vanilla,brownie,no taste,3
Madagascar,66.0,1,3.5,3,1,0,0,0,1,red berry,mild molasses,no taste,no taste,2
Papua new guinea,70.0,0,3.0,3,1,0,0,0,1,intensely smokey,no taste,no taste,no taste,1
Tanzania,70.0,1,3.75,3,1,0,0,0,1,sweet,dried fruit,gateway,no taste,3
Nicaragua,73.0,0,3.0,3,1,0,0,0,1,intense spice,coarse,no taste,no taste,2
Dominican republic,72.0,0,3.0,3,1,0,0,0,1,sandy,cinamon,high roast,no taste,3
Ecuador,72.0,0,3.0,3,1,0,0,0,1,spicy,sweet,high roast,no taste,3
Belize,74.0,0,2.75,3,1,0,0,0,1,sandy,ashey,mild fruit,no taste,3
Dominican republic,72.0,0,2.75,3,1,0,0,0,1,sandy,roasty,fruity,no taste,3
Nicaragua,72.0,0,2.75,3,1,0,0,0,1,grits,roasty,woody,no taste,3
Panama,71.0,0,3.0,3,1,0,0,0,1,fatty,bland,some spice,no taste,3
Bolivia,68.0,1,3.25,3,1,0,0,0,1,rich cocoa,bread notes,no taste,no taste,2
Congo,70.0,0,3.0,3,1,0,0,0,1,vegetable and honey,no taste,no taste,no taste,1
Peru,75.0,0,3.0,3,1,0,0,0,1,creamy,sour banana,lemon,no taste,3
Bolivia,66.0,1,3.75,3,1,0,0,0,1,creamy,melon,subtle,no taste,3
Blend,80.0,1,3.25,2,0,0,0,0,1,creamy,mild bitter,coffee,no taste,3
Papua new guinea,68.0,0,2.75,3,1,0,0,0,1,fatty,dates,musty,no taste,3
Peru,65.0,0,3.0,4,1,0,1,0,1,dry,banana,molasses,no taste,3
Peru,72.0,0,3.0,4,1,0,1,0,1,sandy,molasses,brownie,no taste,3
Ecuador,70.0,1,3.5,4,1,0,1,0,1,sandy,green,spice,nuts,4
Ecuador,72.0,0,3.0,4,1,0,1,0,1,sandy,rubber,spice,floral,4
Ecuador,65.0,0,3.0,4,1,0,1,0,1,creamy,sweet,green,no taste,3
Ecuador,70.0,1,3.5,4,1,0,1,0,1,waxy,sandy,floral,no taste,3
Peru,70.0,1,4.0,4,1,0,1,0,1,light color,complex,molasses,no taste,3
Ecuador,70.0,1,4.0,4,1,0,1,0,1,creamy,spicy,cocoa,no taste,3
Ecuador,70.0,1,3.75,4,1,0,1,0,1,creamy,green fruit,candied,no taste,3
Ecuador,70.0,1,3.5,4,1,0,1,0,1,savory,smokey,no taste,no taste,2
Ecuador,70.0,1,3.25,4,1,0,1,0,1,floral,green,tannic,no taste,3
Colombia,70.0,1,4.0,4,1,0,1,0,1,complex,balanced,no taste,no taste,2
Cuba,72.0,1,3.75,5,1,1,1,0,1,creamy,tobacco,cocoa,no taste,3
Haiti,70.0,1,3.5,5,1,1,1,0,1,vanilla,sweet,gateway,no taste,3
Vietnam,72.0,1,3.25,5,1,1,1,0,1,molasses,tart,vegetal,no taste,3
Madagascar,78.0,1,3.75,2,0,0,0,0,1,red fruit,intense,bright,no taste,3
Trinidad,70.0,1,3.75,2,0,0,0,0,1,mellow,fruity,brownie,no taste,3
Blend,75.0,1,3.5,2,0,0,0,0,1,intense floral,slight woody,no taste,no taste,2
Bolivia,72.0,0,2.75,2,0,0,0,0,1,vinegar,sour,no taste,no taste,2
Ecuador,75.0,0,2.75,2,0,0,0,0,1,earthy,nutty,black pepper,no taste,3
Vietnam,72.0,1,3.75,2,0,0,0,0,1,cocoa,melon,dairy,no taste,3
Tanzania,72.0,1,3.5,2,0,0,0,0,1,rich cocoa,dried fruit,no taste,no taste,2
Bolivia,70.0,1,3.25,2,0,0,0,0,1,slow,sweet,spicy,no taste,3
Trinidad,70.0,1,3.25,2,0,0,0,0,0,maple,spicy,cocoa,no taste,3
Belize,72.0,0,3.0,2,0,0,0,0,1,strawberry,savory,no taste,no taste,2
Guatemala,70.0,0,2.75,2,0,0,0,0,1,fruity,off rubber,no taste,no taste,2
Haiti,70.0,1,3.5,2,0,0,0,0,1,sticky,bold,nutty,fig,4
Peru,72.0,0,2.75,2,0,0,0,0,1,grape,pungent,off sour,no taste,3
Dominican republic,75.0,0,2.75,2,0,0,0,0,1,creamy,burnt rubber,off,no taste,3
Peru,70.0,1,3.5,2,0,0,0,0,1,intense spicy,floral,no taste,no taste,2
Fiji,76.0,0,3.0,2,0,0,0,0,1,intense,bitter,spicy,no taste,3
Peru,71.0,1,3.5,2,0,0,0,0,1,sandy,fruit,cocoa,sour,4
Belize,75.0,1,3.25,2,0,0,0,0,1,fig,sour,rubbery,no taste,3
Madagascar,76.0,1,3.25,2,0,0,0,0,1,fruit,sour,roasty,no taste,3
Dominican republic,76.0,1,3.25,2,0,0,0,0,1,cocoa,earthy,roasty,no taste,3
Philippines,76.0,0,3.0,2,0,0,0,0,1,burnt caramel,coffee,no taste,no taste,2
Bolivia,76.0,0,2.75,2,0,0,0,0,1,harsh,tobacco,roasty,no taste,3
Blend,65.0,1,3.5,3,0,1,0,0,1,mild nutty,basic cocoa,no taste,no taste,2
Dominican republic,70.0,1,3.5,2,0,0,0,0,1,mild spice,grapes,no taste,no taste,2
Bolivia,70.0,0,3.0,2,0,0,0,0,1,gritty,woody,acidic,no taste,3
Guatemala,70.0,1,3.5,2,0,0,0,0,1,intense,blackberry,acidic,no taste,3
Tanzania,70.0,1,3.25,2,0,0,0,0,1,sour,earthy,roasty,no taste,3
Colombia,75.0,0,3.0,3,1,0,0,0,1,nut,roasty,high astringent,no taste,3
Guatemala,75.0,0,2.75,3,1,0,0,0,1,fatty,woody,poor aftertaste,no taste,3
Dominican republic,75.0,0,2.75,3,1,0,0,0,1,rubbery,buttery,soil,no taste,3
Peru,70.0,0,2.75,4,1,1,0,0,1,gritty,earthy,melon,no taste,3
Madagascar,70.0,1,4.0,3,1,0,0,0,1,mild tart,wine,red fruit,long,4
Madagascar,75.0,1,4.0,3,1,0,0,0,1,simple red berry,rich,long,no taste,3
Madagascar,67.0,1,3.5,3,1,0,0,0,1,creamy,fruit forward,rich,no taste,3
Venezuela,70.0,1,3.5,3,1,0,0,0,1,earthy,nutty,no taste,no taste,2
Blend,70.0,1,3.75,3,1,0,0,0,1,smooth,red berry,cocoa,no taste,3
Peru,67.0,1,4.0,3,1,0,0,0,1,creamy,cocoa,grapes,no taste,3
Madagascar,64.0,0,2.75,2,0,0,0,0,0,coarse,sweet,tart,earthy,4
Madagascar,73.0,0,2.25,2,0,0,0,0,0,sticky,mild citrus,earthy,no taste,3
Fiji,75.0,0,3.0,3,1,0,0,0,0,mild smokey,black licorice,no taste,no taste,2
Peru,70.0,1,3.25,4,1,0,1,0,1,off aroma,anise,dried fruit,no taste,3
Mexico,72.0,1,4.0,5,1,1,1,0,1,mild tart,long and rich,no taste,no taste,2
Venezuela,72.0,1,3.75,5,1,1,1,0,1,rich cocoa,marshmallow,no taste,no taste,2
Indonesia,72.0,0,3.0,5,1,1,1,0,1,red fruit,smokey,sour,no taste,3
Blend,70.0,1,4.0,5,1,1,1,0,1,rich cocoa,tart citrus,no taste,no taste,2
Madagascar,72.0,1,4.0,5,1,1,1,0,1,tangy,floral,spicy,cocoa,4
Ecuador,72.0,1,3.75,5,1,1,1,0,1,creamy,cocoa,grassy,no taste,3
Brazil,72.0,0,3.0,5,1,1,1,0,1,smokey,floral,mild,no taste,3
Mexico,72.0,0,3.0,5,1,1,1,0,1,bland,subtle dairy,burning,no taste,3
Cuba,78.0,1,3.75,5,1,1,1,0,1,chunky,rich and spicy,no taste,no taste,2
Trinidad,75.0,1,3.25,5,1,1,1,0,1,berry notes with sweet edge,no taste,no taste,no taste,1
Venezuela,75.0,0,3.0,5,1,1,1,0,1,strong vanilla,nutty,spicey,no taste,3
Cameroon,70.0,1,3.25,5,1,1,1,0,1,mild fruit,woody,no taste,no taste,2
Madagascar,76.0,0,3.0,4,1,0,1,0,1,powdery,roasty,off flavor,no taste,3
Cameroon,70.0,0,3.0,4,1,0,1,0,1,rich cocoa,off flavor,no taste,no taste,2
Tanzania,70.0,1,3.5,3,1,0,0,0,1,sweet,cream,cherry,rich,4
India,73.0,1,3.5,3,1,0,0,0,1,creamy,fruity,mocha,no taste,3
Vietnam,70.0,0,3.0,3,1,0,0,0,1,swiss miss,pistachio,rich,no taste,3
Honduras,80.0,0,2.5,4,0,1,1,0,1,banana,earthy ending,no taste,no taste,2
Ecuador,73.0,1,3.5,2,0,0,0,0,1,intense,floral,leather,no taste,3
Madagascar,73.0,1,3.25,2,0,0,0,0,1,intense,dried fruit,roasty,no taste,3
Ecuador,73.0,1,3.25,2,0,0,0,0,1,tobacco,woody,rum,no taste,3
Fiji,73.0,0,2.5,2,0,0,0,0,1,intense smoke,medicinal,no taste,no taste,2
Nicaragua,80.0,1,3.25,2,0,0,0,0,1,chunky,dairy,nutty,rich,4
Nicaragua,80.0,0,2.75,2,0,0,0,0,1,dry,sandy,earthy,leathery,4
Nicaragua,80.0,0,2.75,3,1,0,0,0,1,metal,earthy,pungent,no taste,3
Nicaragua,80.0,0,2.75,3,1,0,0,0,1,metal,molasses,roasty,no taste,3
Dominican republic,76.0,0,2.5,3,1,0,0,0,1,molasses,banana,chemical,no taste,3
Costa rica,70.0,1,3.5,2,0,0,0,0,1,grass,chewy,nibs add bitterness,no taste,3
Brazil,70.0,1,3.5,2,0,0,0,0,1,mint,candied,no taste,no taste,2
Costa rica,70.0,0,3.0,2,0,0,0,0,1,fudgey,mild smoke,no taste,no taste,2
Peru,70.0,0,2.75,2,0,0,0,0,1,grassy,earthy,no taste,no taste,2
Venezuela,70.0,1,3.75,2,0,0,0,0,1,mildy nutty,cocoa,spice,no taste,3
Dominican republic,70.0,1,3.75,2,0,0,0,0,1,dense,rich,nuanced,no taste,3
Colombia,70.0,1,4.0,2,0,0,0,0,1,marshmallow,distinquished,no taste,no taste,2
Jamaica,75.0,1,3.75,4,1,0,1,0,1,creamy,spicy,no taste,no taste,2
Ecuador,80.0,1,3.75,4,1,0,1,0,1,vegetal,fruit,smoke,no taste,3
Blend,75.0,1,3.5,4,1,0,1,0,1,tart,fruit,cocoa,no taste,3
Vanuatu,75.0,0,3.0,4,1,0,1,0,1,smoke dominates,mild fruit,no taste,no taste,2
Cuba,75.0,0,3.0,4,1,0,1,0,1,earthy,tobacco,mushroom,no taste,3
