,country_of_bean_origin,cocoa_percent,rating,rating_category,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
1098,Madagascar,68.0,3.5,2,5,1,1,1,0,1,0,vanilla,gateway,no taste,no taste,2
1099,Jamaica,67.0,3.0,1,4,1,0,1,0,1,0,candy like,sweet,dairy,no taste,3
1100,Peru,75.0,3.0,1,4,1,0,1,0,1,0,floral,tobacco,candied,no taste,3
1101,Colombia,73.0,3.25,1,4,1,0,1,0,1,0,complex,bold,gritty,no taste,3
1102,Trinidad,80.0,3.25,1,4,1,0,1,0,1,0,bold,spice,sour fruit,gritty,4
1103,India,66.0,3.0,1,4,1,0,1,0,1,0,gritty,coffee,sweet,hammy,4
1104,Madagascar,63.0,2.75,0,2,0,0,0,0,1,0,off note,vanilla,basic cocoa,no taste,3
1105,Venezuela,75.0,2.75,0,3,1,0,0,0,1,0,harsh,burnt nuts,powdery,no taste,3
1106,Thailand,70.0,3.75,2,3,1,0,0,0,1,0,brownie,no taste,no taste,no taste,1
1107,Thailand,70.0,3.5,2,3,1,0,0,0,1,0,nutty,cocoa,sour veggie,no taste,3
1108,Thailand,70.0,3.5,2,3,1,0,0,0,1,0,herbal,tea-like,no taste,no taste,2
1109,Thailand,70.0,3.0,1,3,1,0,0,0,1,0,floral,earthy,grassy,no taste,3
1110,Dominican republic,70.0,3.5,2,5,1,1,1,0,1,0,raisins,prunes,no taste,no taste,2
1111,Dominican republic,55.0,3.25,1,5,1,1,1,0,1,0,very sweet,basic cocoa,no taste,no taste,2
1112,Dominican republic,62.0,3.25,1,5,1,1,1,0,1,0,candy-like,peanut butter,no taste,no taste,2
1113,Dominican republic,82.0,3.0,1,5,1,1,1,0,1,0,nutty,sour milk,off note,no taste,3
1114,Dominican republic,68.0,3.75,2,4,1,0,1,0,1,0,creamy,floral,dried fruit,no taste,3
1115,Dominican republic,65.0,3.75,2,4,1,0,1,0,1,0,creamy,distinct,dried fruit,no taste,3
1116,Dominican republic,71.5,3.5,2,3,1,0,0,0,1,0,creamy,balanced,fig,cocoa,4
1117,Dominican republic,70.0,3.0,1,3,1,0,0,0,1,0,sandy,sweet,acidic,no taste,3
1118,Dominican republic,72.0,3.0,1,4,1,0,1,0,1,0,creamy,black tea,vegetal,no taste,3
1119,Tanzania,75.0,3.25,1,3,1,0,0,0,1,0,base cocoa,fruit,fatty,no taste,3
1120,Nicaragua,75.0,3.0,1,3,1,0,0,0,1,0,spicy,tobacco,no taste,no taste,2
1121,Peru,75.0,3.0,1,3,1,0,0,0,1,0,muted,grapes,astringent,no taste,3
1122,Ecuador,70.0,3.5,2,4,1,1,0,0,1,0,intense,mint,marshmallow,no taste,3
1123,Ecuador,70.0,3.0,1,4,1,1,0,0,1,0,creamy,mild marshmallow,no taste,no taste,2
1124,Ecuador,85.0,3.0,1,4,1,1,0,0,1,0,spicy,mild bitter,no taste,no taste,2
1125,Ecuador,85.0,3.0,1,4,1,1,0,0,1,0,fruity,floral,cooling sensation,no taste,3
1126,Ecuador,75.0,2.75,0,4,1,1,0,0,1,0,sweet,vanilla,coffee,no taste,3
1127,Ecuador,85.0,2.75,0,4,1,1,0,0,1,0,creamy,nutty,bitter,flat,4
1128,Ecuador,85.0,2.5,0,4,1,1,0,0,1,0,crumbly,vanilla,bitter,no taste,3
1129,Ecuador,75.0,2.5,0,4,1,1,0,0,1,0,grassy,earthy,coffee,no taste,3
1130,Dominican republic,70.0,3.75,2,3,1,0,0,0,1,0,fatty,dark berry,grassy,no taste,3
1131,Mexico,72.0,2.0,0,5,1,1,1,0,1,0,sweet,vanilla domintates,nut,no taste,3
1132,Colombia,70.0,3.25,1,3,1,0,0,0,1,0,poor finish,cocoa,grassy,no taste,3
1133,Dominican republic,60.0,3.0,1,2,0,0,0,0,1,0,gritty,overly sweet,citrus,no taste,3
1134,Mexico,70.0,3.25,1,2,0,0,0,0,1,0,medium roast,nutty,no taste,no taste,2
1135,Belize,70.0,3.0,1,2,0,0,0,0,1,0,gritty,sour,berries,no taste,3
1136,Vietnam,70.0,3.0,1,2,0,0,0,0,1,0,sticky,molasses,sour,no taste,3
1137,Mexico,70.0,3.75,2,2,0,0,0,0,1,0,intense,high acidity,no taste,no taste,2
1138,Philippines,70.0,3.25,1,2,0,0,0,0,1,0,nuts,dried fruit,grassy,no taste,3
1139,Madagascar,70.0,3.0,1,2,0,0,0,0,1,0,roasty,nutty,no taste,no taste,2
1140,Papua new guinea,70.0,3.25,1,2,0,0,0,0,1,0,astringent,smomkey cocoa,no taste,no taste,2
1141,Colombia,70.0,3.0,1,2,0,0,0,0,1,0,light color,no taste,no taste,no taste,1
1142,Madagascar,72.0,3.25,1,3,1,0,0,0,1,0,strawberry,intense,sour,no taste,3
1143,Belize,90.0,3.25,1,2,0,0,0,0,1,0,intense,spicy,pungent,no taste,3
1144,Dominican republic,72.0,3.25,1,3,1,0,0,0,1,0,spicy,molasses,earthy,no taste,3
1145,Dominican republic,72.0,3.25,1,3,1,0,0,0,1,0,earthy,fatty,tea,no taste,3
1146,Belize,72.0,3.0,1,3,1,0,0,0,1,0,nutty,sour milk,no taste,no taste,2
1147,Venezuela,72.0,2.75,0,3,1,0,0,0,1,0,nutty,pungent,sour,no taste,3
1148,Peru,72.0,2.5,0,2,0,0,0,0,1,0,intense,pungent,tangy,no taste,3
1149,Brazil,70.0,3.75,2,4,1,0,1,0,1,0,creamy,mild flavors,no taste,no taste,2
1150,Ecuador,70.0,3.75,2,4,1,0,1,0,1,0,oranges,no taste,no taste,no taste,1
1151,Haiti,70.0,3.25,1,4,1,0,1,0,1,0,spicy,vanilla,dairy,no taste,3
1152,Peru,70.0,2.75,0,4,1,0,1,0,1,0,astringent,unbalanced,off,no taste,3
1153,Dominican republic,72.5,3.0,1,5,1,1,0,1,1,0,vanilla,candy-like,sour milk,no taste,3
1154,Madagascar,72.5,3.0,1,5,1,1,0,1,1,0,mild vanilla and mild fruit,no taste,no taste,no taste,1
1155,Uganda,72.5,2.5,0,5,1,1,0,1,1,0,vanilla,earth,cardboard,no taste,3
1156,Ecuador,72.5,2.5,0,5,1,1,0,1,1,0,intense,bourbon,vanilla,no taste,3
1157,Madagascar,64.0,3.5,2,5,1,1,1,0,1,0,smooth,rich,lemon,no taste,3
1158,Bolivia,68.0,3.0,1,5,1,1,1,0,1,0,rich,spice,cheese,no taste,3
1159,Dominican republic,74.0,3.75,2,5,1,1,1,0,1,0,simple,rich hot cocoa,no taste,no taste,2
1160,Grenada,75.0,3.25,1,5,1,1,1,0,1,0,creamy,cocoa,spice,no taste,3
1161,Venezuela,71.0,3.0,1,5,1,1,1,0,1,0,cocoa,nutty,acidic,burning,4
1162,Ecuador,74.0,3.75,2,5,1,1,1,0,1,0,spicy,roasty,coffee,no taste,3
1163,Brazil,70.0,4.0,2,5,1,1,1,0,1,0,creamy,woody,nutty,no taste,3
1164,Venezuela,68.0,3.75,2,5,1,1,1,0,1,0,berry,rich cocoa dominates,no taste,no taste,2
1165,Peru,74.0,3.25,1,5,1,1,1,0,1,0,floral,soapy,earthy,no taste,3
1166,Fiji,68.0,3.0,1,3,1,0,0,0,1,0,unrefined,sweet,basic cocoa,no taste,3
1167,Belize,70.0,3.25,1,4,1,0,1,0,1,0,molasses,high acidity,no taste,no taste,2
1168,Guatemala,70.0,3.25,1,2,0,0,0,0,1,0,tart,molasses,grits,no taste,3
1169,Dominican republic,70.0,3.0,1,2,0,0,0,0,1,0,anise,spicy,earthy,no taste,3
1170,Peru,75.0,3.0,1,2,0,0,0,0,1,0,earthy,molasses,dried fruit,no taste,3
1171,Belize,70.0,3.5,2,2,0,0,0,0,1,0,fruit,cocoa,grape,no taste,3
1172,Guatemala,70.0,3.5,2,2,0,0,0,0,1,0,dry,melon,cocoa,no taste,3
1173,Peru,72.0,3.5,2,2,0,0,0,0,1,0,sandy,grapes,no taste,no taste,2
1174,Blend,74.0,3.5,2,4,1,0,1,0,1,0,roasty,dark berry,rich,no taste,3
1175,Blend,60.0,3.75,2,4,1,0,1,0,1,0,cocoa,caramel,sweet,no taste,3
1176,Venezuela,69.0,3.5,2,4,1,0,1,0,1,0,nutty,grassy,rich cocoa,no taste,3
1177,Ghana,68.0,3.25,1,4,1,0,1,0,1,0,rich cocoa,burning sensation,no taste,no taste,2
1178,Blend,60.0,3.0,1,4,1,0,1,0,1,0,rich,sweet,cocoa,intense,4
1179,Grenada,68.0,3.5,2,4,1,0,1,0,1,0,rich,vegetal,banana,spice,4
1180,Dominican republic,66.0,3.5,2,4,1,0,1,0,1,0,nutty,pear,sour milk,no taste,3
1181,Tobago,60.0,3.25,1,4,1,0,1,0,1,0,creamy,rich,dairy,nutty,4
1182,Ecuador,56.0,3.25,1,4,1,0,1,0,1,0,sweet,nutty,cocoa,no taste,3
1183,Blend,74.0,2.75,0,4,1,0,1,0,1,0,brownie,cocoa,sour,sweet,4
1184,Mexico,70.0,3.5,2,2,0,0,0,0,1,0,rich cocoa,mild fruit & nut,no taste,no taste,2
1185,Mexico,70.0,3.5,2,2,0,0,0,0,1,0,citrus,prononced orange,no taste,no taste,2
1186,Mexico,70.0,3.0,1,2,0,0,0,0,1,0,mild hammy,roasty,sour,no taste,3
1187,Cuba,70.0,2.75,0,4,1,0,1,0,1,0,fatty,roasty,coffee,off note,4
1188,Blend,68.0,2.75,0,4,1,0,1,0,1,0,nutty,woody,leathery,no taste,3
1189,Vietnam,75.0,3.75,2,4,1,0,1,0,1,0,creamy,mild honey,floral,no taste,3
1190,Sao tome,75.0,3.5,2,4,1,0,1,0,1,0,rich,roasty,nutty,smoke,4
1191,Peru,75.0,3.25,1,4,1,0,1,0,1,0,sandy,fatty,roasty,fruit,4
1192,Brazil,75.0,3.25,1,4,1,0,1,0,1,0,smokey,rich cocoa,spice,no taste,3
1193,Cuba,75.0,3.0,1,4,1,0,1,0,1,0,slight burnt,astringent,fruit,no taste,3
1194,Ivory coast,75.0,3.0,1,4,1,0,1,0,1,0,roasty,nutty,rich cocoa,no taste,3
1195,Madagascar,75.0,2.75,0,4,1,0,1,0,1,0,roasty,sour,cardboard,no taste,3
1196,Vietnam,75.0,2.75,0,4,1,0,1,0,1,0,gritty,roasty,waxy,off,4
1197,Venezuela,75.0,3.0,1,5,1,1,1,0,1,0,chalky,fatty,sweet,no taste,3
1198,Venezuela,75.0,3.0,1,5,1,1,1,0,1,0,chalky,cocoa,tangy,no taste,3
1199,Blend,72.0,3.0,1,5,1,1,1,0,1,0,fatty,nutty,woody,no taste,3
1200,Nicaragua,80.0,3.5,2,2,0,0,0,0,1,0,spicy,grassy,roasty,no taste,3
1201,Nicaragua,73.0,3.5,2,3,1,0,0,0,1,0,complex,dairy,roasty,no taste,3
1202,Honduras,70.0,3.25,1,3,1,0,0,0,1,0,sandy,rich cocoa,no taste,no taste,2
1203,Nicaragua,71.0,3.0,1,3,1,0,0,0,1,0,simple,earthy,cocoa,no taste,3
1204,Bolivia,74.0,3.75,2,3,1,0,0,0,1,0,well balanced,melon,no taste,no taste,2
1205,Peru,70.0,3.5,2,3,1,0,0,0,1,0,sandy,light color,grape,no taste,3
1206,Costa rica,70.0,3.25,1,3,1,0,0,0,1,0,base cocoa,mild ham,woody,no taste,3
1207,Colombia,70.0,2.75,0,3,1,0,0,0,1,0,sandy,off,hammy,no taste,3
1208,Peru,70.0,3.5,2,2,0,0,0,0,1,0,intense,sticky,cocoa,no taste,3
1209,Trinidad,70.0,3.5,2,2,0,0,0,0,1,0,cocoa,spice,fruit,no taste,3
1210,Tanzania,70.0,3.5,2,2,0,0,0,0,1,0,subtle,spicy,banana,no taste,3
1211,Bolivia,70.0,3.25,1,2,0,0,0,0,1,0,dried fruit,nutty,mushroom,no taste,3
1212,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,red fruit,brownie,no taste,no taste,2
1213,Costa rica,70.0,3.0,1,2,0,0,0,0,1,0,roasty,black pepper,woody,no taste,3
1214,Liberia,70.0,3.25,1,2,0,0,0,0,1,0,floral,black licorice,no taste,no taste,2
1215,Peru,70.0,4.0,2,3,1,0,0,0,1,0,mild,licorice,coffee,cocoa,4
1216,Honduras,70.0,3.5,2,2,0,0,0,0,1,0,strong raspberry,mocha,no taste,no taste,2
1217,Belize,70.0,3.25,1,2,0,0,0,0,1,0,smokey,mild berry,no taste,no taste,2
1218,Ghana,70.0,3.75,2,3,1,0,0,0,1,0,brownie,no taste,no taste,no taste,1
1219,Jamaica,70.0,3.25,1,3,1,0,0,0,1,0,woody,mocha,molasses,no taste,3
1220,Bolvia,70.0,3.25,1,3,1,0,0,0,1,0,spoiled milk,sweet,molasses,no taste,3
1221,Madagascar,71.0,3.5,2,3,1,0,0,0,1,0,sandy,citrus,no taste,no taste,2
1222,Madagascar,70.0,3.0,1,2,0,0,0,0,1,0,sweet edge,bright fruit,off,no taste,3
1223,Peru,68.0,3.75,2,2,0,0,0,0,1,0,rich cocoa,spicy edge,no taste,no taste,2
1224,Peru,65.0,3.5,2,2,0,0,0,0,1,0,creamy,strawberry,cocoa,no taste,3
1225,Bolivia,68.0,3.5,2,2,0,0,0,0,1,0,fatty,nutty,melon like,no taste,3
1226,Bolivia,68.0,3.5,2,2,0,0,0,0,1,0,fatty,grassy,cocoa,no taste,3
1227,Dominican republic,74.0,3.0,1,2,0,0,0,0,1,0,fatty,roasty,cocoa,no taste,3
1228,Blend,75.0,2.75,0,2,0,0,0,0,1,0,grits,roasted,nutty,no taste,3
1229,Blend,85.0,3.0,1,4,1,1,0,0,1,0,harsh burnt,mild cocoa,tang,no taste,3
1230,Puerto rico,65.0,2.5,0,5,1,1,1,0,1,0,black pepper,vanilla,harsh,no taste,3
1231,U.s.a.,70.0,3.5,2,4,1,1,0,0,1,0,sandy,floral,vanilla,candy,4
1232,U.s.a.,71.0,3.0,1,4,1,1,0,0,1,0,aluminum,mild coffee,roasty,no taste,3
1233,U.s.a.,72.0,3.0,1,4,1,1,0,0,1,0,strong,brandy,smoke,no taste,3
1234,U.s.a.,70.0,3.75,2,2,0,0,0,0,1,0,spicy,candied,complex,no taste,3
1235,U.s.a.,75.0,3.75,2,4,1,1,0,0,1,0,dairy,pudding,no taste,no taste,2
1236,U.s.a.,65.0,3.25,1,4,1,1,0,0,1,0,sweet,candy-like,nutty,no taste,3
1237,Nicaragua,75.0,2.0,0,2,0,0,0,0,1,0,multiple off flavors,metallic,no taste,no taste,2
1238,Nicaragua,78.0,3.5,2,2,0,0,0,0,1,0,intense mocha flavor,no taste,no taste,no taste,1
1239,Nicaragua,80.0,3.25,1,2,0,0,0,0,1,0,nutty,mild dairy,no taste,no taste,2
1240,Sumatra,70.0,3.0,1,2,0,0,0,0,1,0,smokey,earthy,cocoa,no taste,3
1241,Nicaragua,75.0,2.5,0,2,0,0,0,0,1,0,potting soil,no taste,no taste,no taste,1
1242,Brazil,81.0,3.25,1,2,0,0,0,0,1,0,oily,burnt,earthy,no taste,3
1243,Brazil,70.0,3.0,1,2,0,0,0,0,1,0,rustic,basic cocoa,earthy,no taste,3
1244,Colombia,65.0,3.5,2,5,1,1,1,0,1,0,marshmallow,rich brownie,no taste,no taste,2
1245,Blend,60.0,3.0,1,5,1,1,1,0,1,0,sticky,marshmallow,cocoa,no taste,3
1246,Blend,58.0,3.0,1,5,1,1,1,0,1,0,watered down coffee,cocoa,no taste,no taste,2
1247,Blend,46.0,2.75,0,5,1,1,1,0,1,0,very sweet,caramel,candy,no taste,3
1248,Ghana,75.0,2.75,0,3,1,0,0,0,1,0,gritty,cocoa base,ashey,no taste,3
1249,Uganda,75.0,2.5,0,3,1,0,0,0,1,0,gritty,roasty,rubbery,no taste,3
1250,Madagascar,63.0,4.0,2,5,1,1,1,0,1,0,intense,nutty,cocoa,no taste,3
1251,Madagascar,70.0,3.75,2,5,1,1,1,0,1,0,sandy,woody,peanut butter,no taste,3
1252,Madagascar,67.0,3.5,2,5,1,1,1,0,1,0,sandy,red berry,cocoa,no taste,3
1253,Madagascar,75.0,3.5,2,5,1,1,1,0,1,0,sticky,bitter,nutty,no taste,3
1254,Mexico,72.0,2.75,0,4,1,1,0,0,1,0,raisiny,chewy,no taste,no taste,2
1255,Costa rica,70.0,2.75,0,4,1,1,0,0,1,0,sticky,strong vanilla,pepper,no taste,3
1256,Dominican republic,70.0,2.5,0,4,1,1,0,0,1,0,sandy,sweet,strong vanilla,no taste,3
1257,U.s.a.,70.0,3.5,2,4,1,1,0,0,1,0,vanilla,brownie,peanut,no taste,3
1258,U.s.a.,70.0,3.25,1,4,1,1,0,0,1,0,creamy,vanilla,rich fruit,no taste,3
1259,U.s.a.,70.0,3.25,1,4,1,1,0,0,1,0,creamy,burnt nuts,woody,no taste,3
1260,Brazil,70.0,3.5,2,4,1,1,0,0,1,0,strong vanilla,nut,coffee,no taste,3
1261,Puerto rico,70.0,2.75,0,4,1,1,0,0,1,0,intense vanilla,swiss miss,no taste,no taste,2
1262,U.s.a.,70.0,2.75,0,4,1,1,0,0,1,0,fatty,vanilla,candy-like,no taste,3
1263,Mexico,70.0,2.75,0,4,1,1,0,0,1,0,vanilla,earthy,caramel,no taste,3
1264,Solomon islands,73.0,3.5,2,2,0,0,0,0,1,0,mild earthy,mild cocoa,nut,no taste,3
1265,Dominican republic,70.0,3.75,2,5,1,1,1,0,1,0,creamy,hay,nutty,no taste,3
1266,Cuba,70.0,3.25,1,5,1,1,1,0,1,0,nutty,cooling sensation,no taste,no taste,2
1267,Ecuador,70.0,3.0,1,4,0,1,1,0,1,0,creamy,nutty,mass market,no taste,3
1268,Tanzania,75.0,2.0,0,4,1,1,0,0,1,0,chalky,astringent,vanilla,no taste,3
1269,Ecuador,70.0,2.0,0,4,1,0,1,0,1,0,strong vanilla,some spice,no taste,no taste,2
1270,Madagascar,73.0,3.5,2,4,1,0,1,0,1,0,creamy,sublte grape notes,no taste,no taste,2
1271,Madagascar,75.0,2.75,0,4,1,0,1,0,1,0,cardboard,tea-like,no taste,no taste,2
1272,Philippines,65.0,3.5,2,5,1,1,1,0,1,0,sandy,sweet,cocoa,no taste,3
1273,Thailand,70.0,2.75,0,3,1,0,0,0,0,1,gummy,smokey,hammy,no taste,3
1274,U.s.a.,55.0,2.75,0,5,1,1,1,0,1,0,sweet,vanilla,easter candy,no taste,3
1275,U.s.a.,55.0,3.5,2,5,1,1,1,0,1,0,creamy,crunchy,very sweet,no taste,3
1276,Venezuela,70.0,3.0,1,3,1,0,0,0,1,0,hammy,unrecognizable,no taste,no taste,2
1277,Dominican republic,74.0,3.75,2,3,1,0,0,0,1,0,berry,nutty,sour,no taste,3
1278,Venezuela,74.0,2.75,0,3,1,0,0,0,1,0,nutty,green,no taste,no taste,2
1279,Peru,74.0,2.5,0,3,1,0,0,0,1,0,rubber,off medicinal,no taste,no taste,2
1280,Ecuador,74.0,2.5,0,2,0,0,0,0,1,0,soil,wet,off notes,no taste,3
1281,Colombia,70.0,2.75,0,4,1,0,1,0,1,0,muted,nutty,no taste,no taste,2
1282,Liberia,72.0,3.25,1,3,1,0,0,0,1,0,molassses,intense,off,herb,4
1283,U.s.a.,72.0,3.25,1,3,1,0,0,0,1,0,molasses,sweet,cocoa,no taste,3
1284,Peru,72.0,3.0,1,3,1,0,0,0,1,0,banana,menthol,medicinal,no taste,3
1285,U.s.a.,72.0,2.75,0,3,1,0,0,0,1,0,oily,tangy,fruit,earthy,4
1286,U.s.a.,72.0,3.75,2,3,1,0,0,0,1,0,orange,cocoa,no taste,no taste,2
1287,Costa rica,72.0,3.75,2,3,1,0,0,0,1,0,dried fruit,balanced,cocoa,no taste,3
1288,Papua new guinea,72.0,3.5,2,3,1,0,0,0,1,0,smoke,fruit,no taste,no taste,2
1289,Peru,70.0,3.25,1,3,1,0,0,0,1,0,sweet,fatty,fig,no taste,3
1290,U.s.a.,70.0,3.5,2,3,1,0,0,0,1,0,dried fruit,spicy,sticky,intense,4
1291,Ghana,70.0,3.5,2,2,0,0,0,0,1,0,cocoa,coconut,no taste,no taste,2
1292,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,chewy,brownie like,no taste,no taste,2
1293,Ecuador,70.0,3.25,1,2,0,0,0,0,1,0,grits,roaste brownie,no taste,no taste,2
1294,Venezuela,70.0,3.75,2,2,0,0,0,0,1,0,nutty,intense,roasty,no taste,3
1295,Colombia,85.0,3.5,2,2,0,0,0,0,1,0,coarse,intense,nutty,no taste,3
1296,Nicaragua,70.0,3.75,2,3,1,0,0,0,1,0,basic,balanced,deep cocoa,no taste,3
1297,Peru,70.0,3.5,2,3,1,0,0,0,1,0,nutty,roasty,no taste,no taste,2
1298,Dominican republic,70.0,3.5,2,3,1,0,0,0,1,0,fruity,tangy,cocoa,no taste,3
1299,Peru,62.0,3.5,2,3,1,0,0,0,1,0,delicate,caramel,peanut,no taste,3
1300,Ecuador,70.0,3.5,2,3,1,0,0,0,1,0,coarse,floral,rum,no taste,3
1301,Nicaragua,70.0,3.5,2,3,1,0,0,0,1,0,rich,bright fruit,no taste,no taste,2
1302,Peru,68.0,3.5,2,3,1,0,0,0,1,0,lemon,spicy,cocoa,no taste,3
1303,Honduras,78.0,3.5,2,3,1,0,0,0,1,0,grassy,woody,sweet,no taste,3
1304,Tanzania,72.0,3.0,1,3,1,0,0,0,1,0,sweet,fatty,roasty,no taste,3
1305,Trinidad,70.0,2.75,0,3,1,0,0,0,1,0,heavy roast,few grits,rich,no taste,3
1306,Colombia,75.0,2.75,0,3,1,0,0,0,1,0,roasty,coffee,rubber,no taste,3
1307,Vietnam,75.0,3.25,1,3,1,0,0,0,1,0,intense,sour,tart,no taste,3
1308,Vietnam,73.0,3.0,1,2,0,0,0,0,1,0,earthy,tobacco,ashey,no taste,3
1309,Dominican republic,72.0,3.5,2,3,1,0,0,0,1,0,complex,creamy,cherry,no taste,3
1310,Mexico,72.0,3.25,1,3,1,0,0,0,1,0,sweet,spicy,dirty,no taste,3
1311,Blend,72.0,3.0,1,3,1,0,0,0,1,0,off notes,rubbery,hammy,no taste,3
1312,Peru,70.0,3.0,1,4,1,0,1,0,1,0,pungent,tangy,grapes,no taste,3
1313,Peru,70.0,3.0,1,3,1,0,0,0,1,0,pungent,grapes,brownie,no taste,3
1314,Peru,70.0,2.75,0,3,1,0,0,0,1,0,smokey,dirty,sour,no taste,3
1315,Blend,75.0,3.25,1,2,0,0,0,0,1,0,earthy,coffee,roasty,no taste,3
1316,Haiti,75.0,2.75,0,2,0,0,0,0,1,0,dried fruit,woody,dirty,no taste,3
1317,Vietnam,76.0,3.5,2,3,1,0,0,0,1,0,citrus,no taste,no taste,no taste,1
1318,Vietnam,72.0,3.5,2,3,1,0,0,0,1,0,roasty,coffee,no taste,no taste,2
1319,Vietnam,70.0,3.5,2,3,1,0,0,0,1,0,cocoa,spice,late sour,no taste,3
1320,Vietnam,78.0,3.5,2,3,1,0,0,0,1,0,sticky,pepper,cinamon,rich,4
1321,Vietnam,74.0,3.5,2,3,1,0,0,0,1,0,melon,roasty,no taste,no taste,2
1322,Vietnam,80.0,3.0,1,3,1,0,0,0,1,0,creamy,fatty,black pepper,no taste,3
1323,Vietnam,75.0,3.5,2,3,1,0,0,0,1,0,fatty,heavy roast,nutty,no taste,3
1324,Vietnam,70.0,3.75,2,2,0,0,0,0,1,0,spicy and fragrant,no taste,no taste,no taste,1
1325,Vietnam,68.0,3.5,2,2,0,0,0,0,1,0,roasty,rich,coffee,nut,4
1326,Vietnam,85.0,3.25,1,2,0,0,0,0,1,0,long,mild honey,rich cocoa,no taste,3
1327,Vietnam,75.0,3.5,2,3,1,0,0,0,1,0,fatty,roasty,nutty,no taste,3
1328,Dominican republic,89.0,2.5,0,4,1,1,0,0,1,0,fatty,rubber,medicinal,no taste,3
1329,Dominican republic,74.0,2.25,0,4,1,1,0,0,1,0,waxy,rubber,medicinal,no taste,3
1330,Colombia,74.0,3.25,1,3,1,0,0,0,1,0,sandy,mild floral,mild nutty,no taste,3
1331,Haiti,82.0,3.0,1,3,1,0,0,0,1,0,sandy,earthy,sweet edge,no taste,3
1332,Bolivia,76.0,2.75,0,3,1,0,0,0,1,0,sticky,pungent,off note,no taste,3
1333,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,sticky,earthy,coffee,no taste,3
1334,Venezuela,75.0,3.0,1,2,0,0,0,0,1,0,dry,sticky,nutty,earthy,4
1335,Venezuela,81.0,2.75,0,2,0,0,0,0,1,0,sticky,woody,musty,no taste,3
1336,Dominican republic,74.0,3.75,2,2,0,0,0,0,1,0,gritty,raspberry,sour,no taste,3
1337,Blend,72.0,3.5,2,2,0,0,0,0,1,0,rich cocoa,coffee,roasty,no taste,3
1338,Belize,70.0,3.5,2,2,0,0,0,0,1,0,gritty,tangy,cocoa,no taste,3
1339,Dominican republic,73.0,3.25,1,2,0,0,0,0,1,0,dry,gritty,red berry,coffee,4
1340,Venezuela,76.0,3.0,1,2,0,0,0,0,1,0,sandy,strawberry,sour,no taste,3
1341,Venezuela,70.0,3.0,1,2,0,0,0,0,1,0,dry,sandy,intense,berry,4
1342,Peru,75.0,3.0,1,2,0,0,0,0,1,0,orange,lemon,coffee ground,no taste,3
1343,Venezuela,81.0,2.75,0,2,0,0,0,0,1,0,gritty,high astringent,sour,no taste,3
1344,Papua new guinea,71.0,2.75,0,2,0,0,0,0,1,0,gritty,sticky,smoke,hammy,4
1345,Blend,73.0,3.5,2,2,0,0,0,0,1,0,gritty,fruit,tart,rich,4
1346,Venezuela,73.0,2.75,0,2,0,0,0,0,1,0,gritty,sour,sweet,no taste,3
1347,Blend,72.0,2.5,0,2,0,0,0,0,1,0,gritty,overly tart,sour,no taste,3
1348,Blend,75.0,3.75,2,2,0,0,0,0,1,0,tart,deep choco,no taste,no taste,2
1349,Tanzania,74.0,3.25,1,2,0,0,0,0,1,0,green,vegetal,mild spice,no taste,3
1350,Guatemala,76.0,3.0,1,2,0,0,0,0,1,0,mild bitter,citrus,intense,no taste,3
1351,Madagascar,68.0,4.0,2,3,1,0,0,0,1,0,sticky,red fruit,no taste,no taste,2
1352,Papua new guinea,74.0,4.0,2,3,1,0,0,0,1,0,creamy,grassy,smoke,nut,4
1353,Blend,70.0,3.75,2,3,1,0,0,0,1,0,nutty,fruity,spicy,no taste,3
1354,Vanuatu,72.0,3.5,2,3,1,0,0,0,1,0,sticky,butterscotch,nutty,no taste,3
1355,Peru,63.0,3.5,2,3,1,0,0,0,1,0,sweet,cherry,cream,raisin,4
1356,Belize,70.0,3.25,1,2,0,0,0,0,1,0,heavy roast,smoke,no taste,no taste,2
1357,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,roasty,coffee,no taste,no taste,2
1358,Peru,82.0,3.25,1,2,0,0,0,0,1,0,intense,burnt,bitter,spice,4
1359,Madagascar,65.0,3.25,1,3,1,0,0,0,1,0,sweet edge,sour fruit,no taste,no taste,2
1360,U.s.a.,70.0,3.0,1,3,1,0,0,0,1,0,nutty,cheese,savory,no taste,3
1361,Vietnam,75.0,3.0,1,3,1,0,0,0,1,0,roasty,hammy,dirty,no taste,3
1362,Dominican republic,72.0,3.0,1,2,0,0,0,0,1,0,gritty,sweet,earthy,no taste,3
1363,Belize,70.0,3.25,1,3,1,0,0,0,1,0,cocoa,strawberry,no taste,no taste,2
1364,Guatemala,70.0,2.5,0,3,1,0,0,0,1,0,musty,woody,rubbery,roasty,4
1365,Dominican republic,70.0,3.5,2,2,0,0,0,0,1,0,high roast,nutty,deep choco,no taste,3
1366,Belize,70.0,3.0,1,2,0,0,0,0,1,0,spicy,metallic,molasses,no taste,3
1367,Nicaragua,70.0,3.0,1,2,0,0,0,0,1,0,fatty,sligthly bland,earthy,no taste,3
